sim_time,power
8.0,3.2158430020799997
1616.0,1.5677444999973034e-05
4816.0,4.000355602329364e-12
8016.0,4.000355602329364e-12
11216.0,4.000355602329364e-12
14416.0,4.000355602329364e-12
17616.0,4.000355602329364e-12
20816.0,4.000355602329364e-12
24016.0,4.000355602329364e-12
27216.0,4.000355602329364e-12
30416.0,4.000355602329364e-12
33616.0,4.000355602329364e-12
36816.0,4.000355602329364e-12
40016.0,4.000355602329364e-12
43216.0,4.000355602329364e-12
46416.0,4.000355602329364e-12
49616.0,4.000355602329364e-12
52816.0,4.000355602329364e-12
56016.0,4.000355602329364e-12
59216.0,4.000355602329364e-12
62416.0,4.000355602329364e-12
65616.0,4.000355602329364e-12
68816.0,4.000355602329364e-12
72016.0,4.000355602329364e-12
75216.0,4.000355602329364e-12
78416.0,4.000355602329364e-12
81616.0,4.000355602329364e-12
84816.0,4.000355602329364e-12
88016.0,4.000355602329364e-12
91216.0,4.000355602329364e-12
94416.0,4.000355602329364e-12
97616.0,4.000355602329364e-12
100816.0,4.000355602329364e-12
104016.0,4.000355602329364e-12
107216.0,4.000355602329364e-12
110416.0,4.000355602329364e-12
113616.0,4.000355602329364e-12
116816.0,4.000355602329364e-12
120016.0,4.000355602329364e-12
123216.0,4.000355602329364e-12
126416.0,4.000355602329364e-12
129616.0,4.000355602329364e-12
132816.0,4.000355602329364e-12
136016.0,4.000355602329364e-12
139216.0,4.000355602329364e-12
142416.0,4.000355602329364e-12
145616.0,4.000355602329364e-12
148816.0,4.000355602329364e-12
152016.0,4.000355602329364e-12
155216.0,4.000355602329364e-12
158416.0,4.000355602329364e-12
161616.0,4.000355602329364e-12
164816.0,4.000355602329364e-12
168016.0,4.000355602329364e-12
171216.0,4.000355602329364e-12
174416.0,4.000355602329364e-12
177616.0,4.000355602329364e-12
180816.0,4.000355602329364e-12
184016.0,4.000355602329364e-12
187216.0,4.000355602329364e-12
190416.0,4.000355602329364e-12
193616.0,4.000355602329364e-12
196816.0,4.000355602329364e-12
200016.0,4.000355602329364e-12
203216.0,4.000355602329364e-12
206416.0,4.000355602329364e-12
209616.0,4.000355602329364e-12
212816.0,4.000355602329364e-12
216016.0,4.000355602329364e-12
219216.0,4.000355602329364e-12
222416.0,4.000355602329364e-12
225616.0,4.000355602329364e-12
228816.0,4.000355602329364e-12
232016.0,4.000355602329364e-12
235216.0,4.000355602329364e-12
238416.0,4.000355602329364e-12
241616.0,4.000355602329364e-12
244816.0,4.000355602329364e-12
248016.0,4.000355602329364e-12
251216.0,4.000355602329364e-12
